grid_id,size_category,datetime,total_deposit_median,trade_count,CPI,BASE_RATE,CPI_YOY,deposit_lag_1,deposit_lag_3,deposit_lag_6,deposit_lag_9,base_rate_lag_3,base_rate_lag_6,base_rate_lag_9,cpi_yoy_lag_3,cpi_yoy_lag_6,cpi_yoy_lag_9,base_rate_diff_3,target_3m,target_6m,target_9m,target_12m,ym,trans_index,conv_index,env_index,safety_score_scaled,grid_crime_index,future_price,price_change_pct,mlp_value_score,value_component,momentum_component,vfm_index,horizon,monthly_rent,deposit_amount
GRID_01925,소형,2024-12-01,8320.0,3.0,117.16003442340792,3.165888888888889,2.3571934783095827,56000.0,33475.0,19000.0,45750.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,45090.0,18900.0,18133.33333333333,41250.0,2024-12,0.0146143281051484,0.0310651603608757,0.0350885971920785,0.1228070175438596,0.0014076234680947,38885.593778316914,367.3749252201552,0.16148387,0.1940911886497185,4.673749252201552,1.985954414070452,6m,45.5,7250.0
GRID_01617,초소형,2024-12-01,1274.0,0.0,117.16003442340792,3.165888888888889,2.3571934783095827,1274.0,1274.0,1274.0,1274.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,1274.0,1274.0,1274.0,1274.0,2024-12,0.0164459817530688,0.0098188666999586,0.1744236149921647,0.0087719298245614,0.0010409012136366,2288.48109347072,79.62959917352589,0.2687179,2.1092457992128524,1.7962959917352588,1.9840658762218149,6m,80.0,7000.0
GRID_03754,대형,2024-12-01,1000.0,0.0,117.16003442340792,3.165888888888889,2.3571934783095827,1000.0,1000.0,1000.0,1000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,1000.0,1000.0,1000.0,1000.0,2024-12,0.0357253836933009,0.0205797653847352,0.076139352579218,0.1842105263157894,0.000678319400066,2288.48109347072,128.84810934707198,0.17531306,1.753130555152893,2.28848109347072,1.967270770480024,6m,90.0,3000.0
GRID_01402,초소형,2024-12-01,2381.0,5.0,117.16003442340792,3.165888888888889,2.3571934783095827,8700.0,10000.0,8530.0,10650.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,10000.0,12000.0,10000.0,10000.0,2024-12,0.101575071332302,0.0268523355339401,0.010889147945078,0.543859649122807,0.2958278593697613,9505.617538749044,299.22795206841846,0.14229767,0.5976382622644711,3.992279520684185,1.9554947656323567,6m,82.5,2000.0
GRID_02933,중형,2024-12-01,9700.0,0.0,117.16003442340792,3.165888888888889,2.3571934783095827,9700.0,65000.0,63000.0,53000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,26000.0,51333.333333333336,63000.0,63000.0,2024-12,0.1429331829504808,0.0194997387584032,0.0811955539399415,0.1710526315789473,5.954770214285742e-05,45396.323786076784,368.0033380007916,0.10029426,0.1033961465678264,4.680033380007916,1.9340510399438624,6m,118.0,1600.0
GRID_02036,초소형,2024-12-01,4192.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,6918.0,12370.0,20548.0,23600.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,12800.0,23600.0,24320.0,25500.0,2024-12,0.0638852440116781,0.0119665056120727,0.0380822161230447,0.1403508771929824,0.0007269684558808,16843.62011402764,301.8039149338654,0.14589144,0.3480234801883006,4.018039149338654,1.8160297478484424,6m,98.0,20000.0
GRID_03518,초소형,2024-12-01,2682.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,10200.0,13150.0,7845.0,8400.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,7464.666666666667,8500.0,11000.0,14263.0,2024-12,0.0571174024929581,0.0258288453340771,0.0128492281301918,0.3333333333333333,1.6451413082256378e-05,9844.357942661656,267.05286885390217,0.13686746,0.5103186561846182,3.670528688539022,1.7744026691263797,6m,33.0,6000.0
GRID_01869,대형,2024-12-01,9000.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,14125.0,24375.0,60000.0,53500.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,48222.22222222222,51555.55555555556,54888.88888888889,56000.0,2024-12,0.1057011234302637,0.0790045531709991,0.0237186943300455,0.2017543859649122,4.033031276853288e-05,37856.107986237424,320.6234220693047,0.12703866,0.1411540640725029,4.206234220693047,1.7671861267207207,6m,62.0,3000.0
GRID_01531,중형,2024-12-01,7000.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,28500.0,18000.0,45000.0,36070.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,47000.0,46000.0,37327.5,50000.0,2024-12,0.0318490572970235,0.0336345839071333,0.0167611220159822,0.5482456140350878,2.35612334410695e-05,28010.60398054531,300.15148543636155,0.17361496,0.24802137698446,4.001514854363616,1.7494187679361224,6m,45.0,15000.0
GRID_02725,소형,2024-12-01,16200.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,92610.0,69500.0,69000.0,75000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,80000.0,105000.0,31500.0,96590.0,2024-12,0.0734799630608808,0.0181265519174347,0.0160506033082295,0.3508771929824561,1.4140661157197357e-05,68797.22268871457,324.6742141278677,0.12822478,0.0791510957994578,4.246742141278677,1.7461875139911456,6m,62.5,76250.0
GRID_03129,초소형,2024-12-01,3553.0,0.0,117.16003442340792,3.165888888888889,2.3571934783095827,3553.0,9035.333333333334,19142.85714285714,16571.428571428572,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,3553.0,3553.0,3553.0,3553.0,2024-12,0.0508645336950948,0.0315245376767205,0.0241666769540663,0.1798245614035087,6.0562039104363926e-05,13040.500453635048,267.0278765447523,0.14440212,0.4064230693416665,3.670278765447523,1.711965347784009,6m,26.0,45000.0
GRID_01584,대형,2024-12-01,1500.0,0.0,117.16003442340792,3.165888888888889,2.3571934783095827,1500.0,1500.0,1500.0,1500.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,1500.0,1500.0,1500.0,1500.0,2024-12,0.027869498200595,0.0221811852503048,0.0319284249847244,0.3596491228070175,0.0002292422087787,3997.916656754839,166.52777711698928,0.15208189,1.0138792792956035,2.665277771169893,1.6744386760453194,6m,50.0,1000.0
GRID_01610,대형,2024-12-01,10375.0,0.0,117.16003442340792,3.165888888888889,2.3571934783095827,17750.0,32500.0,47888.88888888889,49805.55555555556,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,27000.0,63000.0,75000.0,75000.0,2024-12,0.0556955812921089,0.0098032134084992,0.0331975758121942,0.1491228070175438,8.71539485965875e-05,37038.36607831131,256.9962995499885,0.15128209,0.1458140597285994,3.569962995499885,1.5154736340371138,6m,62.5,1500.0
GRID_02044,초소형,2024-12-01,3721.0,3.0,117.16003442340792,3.165888888888889,2.3571934783095827,25000.0,16110.5,3326.5,3721.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,29500.0,29000.0,26000.0,24000.0,2024-12,0.0575933106976582,0.0205996741014506,0.0193550853883035,0.2017543859649122,6.30249997784651e-05,11894.458803809212,219.65758677262065,0.1394802,0.3748460182481092,3.196575867726206,1.503537958039348,6m,190.0,60000.0
GRID_01154,초소형,2024-12-01,2415.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,8533.0,7033.0,3066.0,3066.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,11800.0,3066.0,3066.0,3066.0,2024-12,0.0463631092758044,0.0137843784747115,0.0636154838972072,0.2456140350877192,0.4207962175466068,6922.679291143886,186.65338679684828,0.13469534,0.5577446634478204,2.866533867968483,1.4812603452560855,6m,113.0,40000.0
GRID_01993,초소형,2024-12-01,6900.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,27000.0,31400.0,23250.0,19530.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,28000.0,25200.0,23500.0,22500.0,2024-12,0.0679106579625235,0.0265217737378989,0.0267830628052563,0.1447368421052631,0.0011946967707935,23346.73132773965,238.35842503970505,0.13997819,0.2028669352116792,3.3835842503970506,1.475153861285828,6m,220.0,20000.0
GRID_01984,초소형,2024-12-01,8000.0,7.0,117.16003442340792,3.165888888888889,2.3571934783095827,32600.0,34200.0,33000.0,20000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,28085.0,21000.0,26800.0,22000.0,2024-12,0.0617212128809188,0.0927144995034746,0.0357762879176136,0.2456140350877192,0.0007033956753881,27572.70992678932,244.65887408486648,0.11801928,0.1475241035223007,3.446588740848665,1.4671499584528465,6m,82.0,1000.0
GRID_02221,초소형,2024-12-01,4126.0,3.0,117.16003442340792,3.165888888888889,2.3571934783095827,4126.0,15813.0,18650.0,8000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,7000.0,12000.0,15000.0,15000.0,2024-12,0.0291692156228545,0.0259085546541744,0.0570895711085568,0.2236842105263158,3.812936561146423e-05,12588.470914917893,205.10108858259557,0.15965231,0.3869420931400515,3.0510108858259555,1.452569610214413,6m,151.5,8000.0
GRID_03375,초소형,2024-12-01,4856.666666666667,0.0,117.16003442340792,3.165888888888889,2.3571934783095827,3977.0,3977.0,3272.0,30094.25,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,5296.5,6616.0,4132.0,4132.0,2024-12,0.0250918413643382,0.0192208508448161,0.1060420729962251,0.2631578947368421,0.0009843071942498,14192.530725809622,192.2278117874321,0.18253697,0.3758482660589434,2.9222781178743213,1.3944202067850946,6m,7.5,2713.5
GRID_03684,초소형,2024-12-01,7500.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,27300.0,29700.0,30000.0,17474.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,28250.0,23600.0,27625.0,11800.0,2024-12,0.2656285430082393,0.0240409818607559,0.0356776117060595,0.1842105263157894,0.0001643120071945,24925.37258454547,232.33830112727293,0.07522697,0.1003026266892751,3.323383011272729,1.3895347805226568,6m,74.0,20800.0
GRID_02990,소형,2024-12-01,18900.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,80000.0,62000.0,72000.0,63500.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,62000.0,55000.0,60000.0,77000.0,2024-12,0.0398412057678542,0.0161444935706864,0.0435523586470692,0.2149122807017544,0.0001101518853554,62974.34745274439,233.19760557007612,0.1575894,0.0833806379762276,3.3319760557007614,1.3828188050660413,6m,147.0,20000.0
GRID_01847,대형,2024-12-01,24000.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,95000.0,78000.0,81000.0,91750.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,93000.0,60500.0,87500.0,85000.0,2024-12,0.0789857943530488,0.0152400010883553,0.2421184414571699,0.043859649122807,0.0023211472528618,78865.71853794044,228.60716057475184,0.2540822,0.105867584546407,3.2860716057475186,1.3779491930268517,6m,125.0,20000.0
GRID_00643,중형,2024-12-01,13600.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,55000.0,43000.0,47000.0,42000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,49000.0,36500.0,42000.0,45000.0,2024-12,0.0148027893187388,0.007020723879961,0.0339578642929133,,,43620.88792844676,220.74182300328505,0.19479801,0.1432338291231323,3.20741823003285,1.3689075894870195,6m,200.0,10000.0
GRID_03078,초소형,2024-12-01,5200.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,10350.0,16000.0,16000.0,17000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,17000.0,17000.0,16270.0,16270.0,2024-12,0.0233962598650849,0.0341105425604189,0.3127603218464335,0.2280701754385964,2.249090159252017e-05,13882.523151219388,166.9715990619113,0.23403043,0.4500585106702951,2.669715990619113,1.3379215026498223,6m,97.5,10500.0
GRID_02607,중형,2024-12-01,14500.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,60197.0,72000.0,23000.0,40000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,26855.33333333333,24150.0,33466.666666666664,24000.0,2024-12,0.0352778120233239,0.0118767358011138,0.030238116201633,0.131578947368421,8.370231045531312e-05,45639.82078817761,214.75738474605248,0.16960882,0.1169715975892954,3.147573847460525,1.3292124975377877,6m,300.0,0.0
GRID_03575,대형,2024-12-01,14000.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,27166.666666666668,53500.0,42333.333333333336,55000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,43500.0,44500.0,34036.625,40146.5,2024-12,0.0449223924064342,0.0201784999865492,0.1280824036117644,0.1578947368421052,4.06915042027608e-05,43316.62895050331,209.4044925035951,0.19736877,0.1409776934555598,3.0940449250359507,1.3222045860877163,6m,83.5,6080.0
GRID_03178,대형,2024-12-01,47000.0,3.0,117.16003442340792,3.165888888888889,2.3571934783095827,47000.0,383500.0,49345.0,290000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,450000.0,58000.0,62000.0,63000.0,2024-12,1.0,0.0145348946643917,0.1208293563188824,0.1184210526315789,0.000204190346453,154965.65025442222,229.7141494774941,0.010409844,0.0022148604484948,3.297141494774941,1.3201855141790733,6m,239.0,15000.0
GRID_03069,초소형,2024-12-01,4866.666666666667,0.0,117.16003442340792,3.165888888888889,2.3571934783095827,3500.0,11750.0,18516.666666666668,14066.666666666666,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,8400.0,7000.0,7000.0,7000.0,2024-12,0.0378863963101825,0.0351383428914166,0.0389890467748677,0.4868421052631579,5.0315442775409724e-06,13327.092146940762,173.84435918371426,0.16244093,0.333782724321705,2.7384435918371426,1.29564707132788,6m,50.0,3000.0
GRID_02368,초소형,2024-12-01,5000.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,7360.0,12080.0,16600.0,16000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,13000.0,9500.0,11000.0,13000.0,2024-12,0.0316840319520354,0.024381984972444,0.0397735615002495,0.2324561403508772,4.24035691614967e-05,13825.796516766432,176.51593033532865,0.15475656,0.309513121843338,2.765159303353286,1.2917715944473174,6m,67.0,2000.0
GRID_01670,중형,2024-12-01,10000.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,35000.0,36750.0,28375.0,26388.75,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,41500.0,29000.0,23050.0,23050.0,2024-12,0.0531375494281098,0.0253626536778406,0.0222654930839399,0.2675438596491228,4.621069808163893e-05,29729.175437612223,197.29175437612224,0.14021711,0.1402171105146408,2.9729175437612225,1.2732972838132737,6m,100.0,3000.0
GRID_03009,초소형,2024-12-01,4800.0,2.0,117.16003442340792,3.165888888888889,2.3571934783095827,15250.0,15750.0,14000.0,11250.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,21500.0,23000.0,7650.0,32000.0,2024-12,0.0586994034417174,0.0767599178876665,0.0724435672284757,0.4298245614035088,6.41117216369211e-06,13196.010207051871,174.9168793135807,0.13368568,0.2785118296742439,2.7491687931358064,1.266774615058869,6m,55.0,1000.0
GRID_01837,초소형,2024-12-01,1915.0,0.0,117.16003442340792,3.165888888888889,2.3571934783095827,1915.0,1915.0,1915.0,1915.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,1915.0,1915.0,1915.0,1915.0,2024-12,0.0235943688188251,0.0116945404614465,0.0262886617244137,0.0964912280701754,9.5441996155298e-05,3303.24216727986,72.49306356552793,0.17639771,0.9211368722641748,1.7249306356552794,1.2426543776206167,6m,80.0,10000.0
GRID_02174,대형,2024-12-01,30000.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,100000.0,109000.0,100000.0,95000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,23000.0,96933.33333333331,82675.0,100000.0,2024-12,0.063122835103153,0.044447188183403,0.0261250918313184,0.1008771929824561,0.0017124089242655,90492.30852383836,201.64102841279453,0.14028549,0.0467618306477864,3.0164102841279457,1.2346212120398503,6m,125.0,12700.0
GRID_02623,대형,2024-12-01,40000.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,97500.0,138750.0,138750.0,155000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,95000.0,150000.0,110000.0,110000.0,2024-12,0.0169168440478636,0.0179886926928939,0.046537351068034,0.1008771929824561,0.0001121327166854,119601.95175527348,199.0048793881837,0.1839351,0.0459837764501571,2.990048793881837,1.2236097834228292,6m,161.0,2000.0
GRID_01580,대형,2024-12-01,2000.0,0.0,117.16003442340792,3.165888888888889,2.3571934783095827,2000.0,2000.0,2000.0,2000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,2000.0,2000.0,2000.0,2000.0,2024-12,0.0167388786277688,0.0090965825681882,0.0438379084184832,0.1535087719298245,0.0005435064675478,3303.24216727986,65.162108363993,0.18694355,0.9347177296876908,1.65162108363993,1.2214790712685866,6m,60.0,2000.0
GRID_02806,중형,2024-12-01,10000.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,29000.0,29095.23809523809,29238.09523809524,29380.95238095238,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,27500.0,27500.0,27500.0,27500.0,2024-12,0.1984155771464774,0.0958392677725608,0.046671862563152,0.131578947368421,7.901527280267607e-05,27593.894119363016,175.93894119363017,0.14520416,0.1452041566371917,2.7593894119363016,1.1908782587568356,6m,57.5,550.0
GRID_03008,소형,2024-12-01,5500.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,13000.0,14966.666666666666,15600.0,17400.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,13000.0,11750.0,9875.0,8000.0,2024-12,0.1034980104363235,0.040158992835942,0.0569282135138116,0.2368421052631578,1.600912115708711e-05,14289.29651750648,159.80539122739054,0.11293274,0.2053322575309059,2.598053912273905,1.1624209194281057,6m,70.0,3000.0
GRID_03120,초소형,2024-12-01,6612.0,8.0,117.16003442340792,3.165888888888889,2.3571934783095827,13500.0,16733.333333333332,20000.0,23000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,23000.0,23225.0,14435.0,20000.0,2024-12,0.0658522668061565,0.0629454431639719,0.0462240606419278,0.2236842105263158,0.0001056239351976,16802.26934034136,154.1178061152656,0.1276181,0.1930098369924934,2.541178061152656,1.1322771266565583,6m,97.5,12500.0
GRID_02219,대형,2024-12-01,9600.0,0.0,117.16003442340792,3.165888888888889,2.3571934783095827,12200.0,17400.0,45000.0,35000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,8250.0,10125.0,12000.0,12000.0,2024-12,0.0598321227455013,0.0361784194893798,0.0566069819208292,0.3289473684210526,2.421168308143585e-05,24988.656700909338,160.29850730113893,0.13276032,0.1382919959723949,2.6029850730113893,1.1241692267879928,6m,45.0,2000.0
GRID_03124,대형,2024-12-01,2000.0,0.0,117.16003442340792,3.165888888888889,2.3571934783095827,2000.0,2000.0,2000.0,2000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,2000.0,2000.0,2000.0,2000.0,2024-12,0.0394994607105844,0.0330236348101314,0.0306993517110749,0.1885964912280701,0.0013731324327476,3303.24216727986,65.162108363993,0.15075372,0.7537686079740524,1.65162108363993,1.1129095982404036,6m,47.5,6000.0
GRID_03122,소형,2024-12-01,20000.0,1.0,117.16003442340792,3.165888888888889,2.3571934783095827,61000.0,60000.0,60000.0,55000.0,3.440111111111111,3.696703703703704,3.762592592592593,2.3699385013489227,2.685221825279349,3.8308912793061145,-0.2742222222222219,57500.0,52500.0,56000.0,54000.0,2024-12,0.2213588787070665,0.029360029020853,0.1956830782516035,0.2324561403508772,0.0011143562055435,52952.2744269496,164.76137213474797,0.13456675,0.0672833770513534,2.64761372134748,1.099415514769804,6m,45.0,5000.0
